set I :=1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37;
set J :=1 2 3 4 5 6;
set K :=1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26;
set N :=1;
set A :=1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 ;
param M:=1000;
param d:1 2 3 4 5 6:=
 6 25.866667 38.266667 37.166667 21.033333 200.000000 16.000000 200.000000 200.000000 27.116667 36.433333 200.000000 200.000000 200.000000 46.666667 31.516667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 51.950000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
[22,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 79.566667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 34.283333 200.000000 27.366667 14.883333 43.300000 46.950000 51.633333 57.083333 35.966667 200.000000 16.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000  
 2 28.450000 39.200000 36.200000 32.200000 200.000000 20.250000 31.633333 200.000000 25.416667 28.850000 200.000000 200.000000 200.000000 200.000000 29.800000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.033333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 
 3 28.450000 39.200000 36.200000 32.200000 200.000000 20.250000 31.633333 200.000000 25.416667 28.850000 200.000000 200.000000 200.000000 200.000000 29.800000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.033333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 4 28.450000 39.200000 36.200000 32.200000 200.000000 20.250000 31.633333 200.000000 25.416667 28.850000 200.000000 200.000000 200.000000 200.000000 29.800000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.033333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 28.450000 39.200000 36.200000 32.200000 200.000000 20.250000 31.633333 200.000000 25.416667 28.850000 200.000000 200.000000 200.000000 200.000000 29.800000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.033333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 28.450000 39.200000 36.200000 32.200000 200.000000 20.250000 31.633333 200.000000 25.416667 28.850000 200.000000 200.000000 200.000000 200.000000 29.800000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.033333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
[23,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 18.583333 31.916667 29.683333 5.250000 200.000000 23.766667 200.000000 200.000000 43.433333 200.000000 200.000000 200.000000 200.000000 45.183333 39.333333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.950000 200.000000 200.000000 51.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000  
 2 200.000000 51.466667 49.966667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 36.166667 43.950000 47.266667 200.000000 200.000000 58.750000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 52.450000 200.000000 200.000000 200.000000 200.000000 24.700000 21.250000 10.950000 200.000000 200.000000 200.000000 200.000000
 3 200.000000 64.333333 57.616667 66.883333 200.000000 200.000000 200.000000 200.000000 55.150000 200.000000 200.000000 200.000000 58.550000 200.000000 44.583333 200.000000 200.000000 13.783333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 58.916667 57.016667 46.433333 200.000000 200.000000 200.000000 200.000000
 4 200.000000 64.333333 57.616667 66.883333 200.000000 200.000000 200.000000 200.000000 55.150000 200.000000 200.000000 200.000000 58.550000 200.000000 44.583333 200.000000 200.000000 13.783333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 58.916667 57.016667 46.433333 200.000000 200.000000 200.000000 200.000000
 5 200.000000 64.333333 57.616667 66.883333 200.000000 200.000000 200.000000 200.000000 55.150000 200.000000 200.000000 200.000000 58.550000 200.000000 44.583333 200.000000 200.000000 13.783333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 58.916667 57.016667 46.433333 200.000000 200.000000 200.000000 200.000000
 6 200.000000 64.333333 57.616667 66.883333 200.000000 200.000000 200.000000 200.000000 55.150000 200.000000 200.000000 200.000000 58.550000 200.000000 44.583333 200.000000 200.000000 13.783333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 58.916667 57.016667 46.433333 200.000000 200.000000 200.000000 200.000000
[24,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 29.766667 25.150000 22.266667 30.150000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 22.500000 14.100000 24.116667 24.250000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 27.366667 30.333333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000  
 2 200.000000 56.316667 55.433333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 47.150000 43.983333 51.566667 50.916667 200.000000 200.000000 58.300000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 16.016667 19.516667 25.616667 200.000000 200.000000 200.000000 200.000000
 3 35.750000 22.116667 33.266667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 36.150000 13.033333 7.766667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 25.616667 20.450000 27.016667 21.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 4 35.750000 22.116667 33.266667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 36.150000 13.033333 7.766667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 25.616667 20.450000 27.016667 21.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 35.750000 22.116667 33.266667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 36.150000 13.033333 7.766667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 25.616667 20.450000 27.016667 21.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 35.750000 22.116667 33.266667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 36.150000 13.033333 7.766667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 25.616667 20.450000 27.016667 21.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
;
